"","date","piid","agency","ceiling_value","value","update_date","fpds_status","fpds_link","vendor","description","savings"
"964",2025-02-12,"75D30123F17996","Department of Health and Human Services",71222.38,71222.38,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17996&modNumber=P00002&idvAgencyID=&idvPIID=75D30121A12815&contractType=AWARD","EASTERN RESEARCH GROUP INC","COMMERCIAL LAUNDROMAT SHOWER MODEL",71222.38
"965",2025-02-12,"75D30122F15512","Department of Health and Human Services",500743.51,76883.32,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F15512&modNumber=P00003&idvAgencyID=&idvPIID=GS10F0401R&contractType=AWARD","RESOLVE, INC","DEVELOPMENT OF A LEAD-FREE CITIES INITIATIVE AND TOOLKIT",76883.32
"966",2025-02-11,"75D30124P18994","Department of Health and Human Services",1e+05,80000,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P18994&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","ACADEMY HEALTH","ARM MEETINGS FOR FY 24-FY29",80000
"967",2025-02-12,"75D30123F17492","Department of Health and Human Services",6264183,91019,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17492&modNumber=P00002&idvAgencyID=&idvPIID=75D30120A07340&contractType=AWARD","DELOITTE CONSULTING LLP","NCIRD TRANSFORMATION MANAGEMENT SPT SVCS",91019
"968",2025-02-12,"75D30122P13197","Department of Health and Human Services",224451,93779,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122P13197&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","4ES CORPORATION","Writer and editor services",93779
"969",2025-02-12,"75D30124P18695","Department of Health and Human Services",193108,97983,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P18695&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","Synergy America","$12",97983
"970",2025-02-12,"75D30124P18349","Department of Health and Human Services",148742.4,99629.44,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P18349&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","Aria Solutions","Provided PIV office support (issued HSPD-12 cards at CDC field location).",99629.44
"971",2025-02-12,"75D30123F18042","Department of Health and Human Services",113200.79,113200.79,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F18042&modNumber=P00002&idvAgencyID=&idvPIID=75D30121A12815&contractType=AWARD","EASTERN RESEARCH GROUP INC","MEDICAL MANAGEMENT GUIDES UPDATE",113200.79
"972",2025-02-12,"75D30124F19949","Department of Health and Human Services",116667.89,116667.89,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19949&modNumber=0&idvAgencyID=&idvPIID=47QRAA18D00GU&contractType=AWARD","K.L. SCOTT & ASSOCIATES LLC","Evalution Support for the Office of Health Equity",116667.89
"973",2025-02-10,"75D30124F00005","Department of Health and Human Services",404850.8,128918,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00005&modNumber=P00002&idvAgencyID=&idvPIID=75D30123D17609&contractType=AWARD","ICE TECHNICAL SERVICES INC"," HR Specialist (Classifications and Recruitment) Services",128918
"974",2025-02-11,"HHSD2002015M88163B","Department of Health and Human Services",147822,133040,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=HHSD2002015M88163B&modNumber=8&idvAgencyID=&idvPIID=&contractType=IDV","SENSIS INC.","NEWS MEDIA CLIPPING SUPPORT",133040
"975",2025-02-12,"75D30124F20339","Department of Health and Human Services",140000,140000,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20339&modNumber=P00001&idvAgencyID=&idvPIID=75D30121A12815&contractType=AWARD","EASTERN RESEARCH GROUP INC","SOIL VAPOR INTRUSION TOOLBOX",140000
"976",2025-02-11,"75D30124P19897","Department of Health and Human Services",166106,140360,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19897&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","ACADEMY HEALTH","DATA VISUALIZATION CHALLENGE",140360
"977",2025-02-10,"75D30124F00009","Department of Health and Human Services",487897.6,155363.2,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00009&modNumber=P00001&idvAgencyID=&idvPIID=75D30123D17609&contractType=AWARD","ICE TECHNICAL SERVICES INC"," Training Specialist Support Services",155363.2
"978",2025-02-10,"75D30124F00012","Department of Health and Human Services",160157.2,160157.2,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00012&modNumber=0&idvAgencyID=&idvPIID=75D30123D15913&contractType=AWARD","ICE TECHNICAL SERVICES INC"," OHR Budget Analyst Services",160157.2
"979",2025-02-12,"75D30122F15261","Department of Health and Human Services",13591163,169783,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F15261&modNumber=P00006&idvAgencyID=&idvPIID=75D30119A04871&contractType=AWARD","DELOITTE CONSULTING LLP","NCIRD REORGANIZATION SUPPORT",169783
"980",2025-02-11,"75D30123C15765","Department of Health and Human Services",352369,178929,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C15765&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","CHENEGA RELIABLE SERVICES LLC","COVID-19 CASE REPORTING",178929
"981",2025-02-10,"75D30124F00010","Department of Health and Human Services",609872,194204,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00010&modNumber=0&idvAgencyID=&idvPIID=75D30123D16080&contractType=AWARD","ICE TECHNICAL SERVICES INC"," HR Generalist II Services",194204
"982",2025-02-11,"75D30124F00002","Department of Health and Human Services",269078,204055,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00002&modNumber=P00001&idvAgencyID=&idvPIID=75D30124D20037&contractType=AWARD","ICE Technical Services ","General Clerk Services",204055
"983",2025-02-28,"75P00124C00051","Department of Health and Human Services",1020224.93,322058.06,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00124C00051&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","The Parnin Group, LLC","Strategic and Organizational Improvement Plan development",322058.06
"984",2025-02-12,"75D30124F20295","Department of Health and Human Services",520666,325416,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20295&modNumber=0&idvAgencyID=&idvPIID=GS00F312CA&contractType=AWARD","SAPIENT GOVERNMENT SERVICES, INC.","UNDERSTANDING PROVIDER CONVERSATIONS AROUND COVID-19 VACCINATION",325416
"985",2025-02-12,"75D30124C18949","Department of Health and Human Services",436723.2,347131.2,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C18949&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","ASRT, INC","SHAREPOINT/APPLICATION DEVELOPER",347131.2
"986",2025-02-11,"75D30123C18206","Department of Health and Human Services",2790778,348279,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C18206&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","Alexton INC","GPHSB Public Health Scientist",348279
"987",2025-02-12,"75D30122C13873","Department of Health and Human Services",580621.6,364184,2025-02-13,"CHANGE ORDER","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C13873&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","SYNERGY AMERICA, INC.","Administrative Support Services",364184
"988",2025-02-11,"75D30122C14725","Department of Health and Human Services",874474,366218,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C14725&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","CHENEGA ENTERPRISE SYSTEMS & SOLUTIONS, LLC","OHSO BUDGET SUPPORT SERVICES",366218
"989",2025-02-12,"75D30124C18551","Department of Health and Human Services",378000,378000,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C18551&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","Copial Business Strategics","Provide aggregation and population mobility data and professional services ",378000
"990",2025-02-11,"75D30123C16062","Department of Health and Human Services",978141,398174,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C16062&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","CHENEGA ENTERPRISE SYSTEMS & SOLUTIONS, LLC","OCC SAFETY MANAGER",398174
"991",2025-02-12,"75D30121F10452","Department of Health and Human Services",4833471,404390.33,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121F10452&modNumber=P00006&idvAgencyID=&idvPIID=HHSD2002015M88151B&contractType=AWARD","AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL","Support for DHAP strategic communication issues (non-essential) ",404390.33
"992",2025-02-12,"75D30122F14569","Department of Health and Human Services",997972,412852,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F14569&modNumber=P00003&idvAgencyID=&idvPIID=75D30121A10024&contractType=AWARD","E.F. KEARNEY, LIMITED","FINANCIAL MANAGEMENT AND BUDGETARY SUPPORT",412852
"993",2025-02-11,"75D30123F18323","Department of Health and Human Services",599359,418645,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F18323&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D00FH&contractType=AWARD","Long and Associates","TO PROVIDE PROGRAMMATIC SUPPORT SERVICES",418645
"994",2025-02-13,"47QRAA18D00DH","Department of Health and Human Services",781053,425252,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QRAA18D00DH&modNumber=PSA888&idvAgencyID=&idvPIID=&contractType=IDV","Solv","Support for environmental sustainability for requirements of EO 14057",425252
"995",2025-02-10,"75D30124F00008","Department of Health and Human Services",1143448.28,454514,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00008&modNumber=P00001&idvAgencyID=&idvPIID=75D30123D16080&contractType=AWARD","ICE TECHNICAL SERVICES INC"," Administrative Assistant II",454514
"996",2025-02-12,"75D30123F18103","Department of Health and Human Services",926717,475984,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F18103&modNumber=P00001&idvAgencyID=&idvPIID=75D30121A10022&contractType=AWARD","GUIDEHOUSE LLP","OCOO SBI COMMUNICATIONS SUPPORT SERVICES",475984
"997",2025-02-12,"75N98120F00004","Department of Health and Human Services",2145221.54,536922.91,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98120F00004&modNumber=P00017&idvAgencyID=&idvPIID=HHSN316201200028W&contractType=AWARD","ICF Incorporated, LLC","Healthy Brain Resource Center (HBRC) Maintenance &Improved Functionality Support Services",536922.91
"998",2025-02-12,"75D30123F17790","Department of Health and Human Services",1698546,592794,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17790&modNumber=P00001&idvAgencyID=&idvPIID=75D30121A10023&contractType=AWARD","DELOITTE CONSULTING LLP","FINANCIAL MANAGEMENT AND PLANNING SUPPORT",592794
"999",2025-02-10,"75D30124F00014","Department of Health and Human Services",1913877.6,609458.4,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00014&modNumber=0&idvAgencyID=&idvPIID=75D30123D15913&contractType=AWARD","ICE TECHNICAL SERVICES INC"," OHR HR Specialist (Classification) Services",609458.4
"1000",2025-02-11,"75D30123C15890","Department of Health and Human Services",1084613.38,615614.4,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C15890&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD","KATMAI RESOURCE MANAGEMENT, LLC","NCIPC PROGRAM SUPPORT",615614.4
"1001",2025-02-11,"75D30124F19817","Department of Health and Human Services",676988.9,676988.9,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19817&modNumber=0&idvAgencyID=&idvPIID=75D30120A07341&contractType=AWARD","ICF Incorporated","Contractor was to improve the effectiveness and efficiency of a branch within the Division of HIV Prevention. ",676988.9
"1002",2025-02-10,"75D30124F20023","Department of Health and Human Services",2557171.85,724434.25,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20023&modNumber=0&idvAgencyID=&idvPIID=GS02F013GA&contractType=AWARD","GOVSTRIVE LLC","SUBSCRIPTION -AUTOMATE ORGANIZATIONAL CHARTS",724434.25
"1003",2025-02-12,"75D30120C07301","Department of Health and Human Services",3456017.01,729193.07,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120C07301&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD","VISTRA COMMUNICATIONS, LLC","CONTRACT FOR INTERNAL/BUSINESS COMMUNICATION SERVICES",729193.07
"1004",2025-02-10,"75D30124F00011","Department of Health and Human Services",2564978.04,816784.76,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00011&modNumber=P00001&idvAgencyID=&idvPIID=75D30123D15913&contractType=AWARD","ICE TECHNICAL SERVICES INC"," General Clerk, HR Recruitment Services, & HR Assistant Services",816784.76
"1005",2025-02-11,"75D30123P18174","Department of Health and Human Services",1015481,969743,2025-02-13,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P18174&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","Metas Solutions, LLC","Instructional Designer",969743
"1006",2025-02-11,"75D30124C19113","Department of Health and Human Services",1193505,1001662,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C19113&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","STRATEGIC INNOVATIVE SOLUTIONS LLC","OMS WORKFORCE RELATIONS & CONSULTANT SERVICES",1001662
"1007",2025-02-11,"75D30123C17675","Department of Health and Human Services",1508717,1005010,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17675&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","LONG & ASSOCIATES, LLC","FINANCIAL SUPPORT",1005010
"1008",2025-02-12,"75D30122F15040","Department of Health and Human Services",1737776,1062465,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F15040&modNumber=P00003&idvAgencyID=&idvPIID=75D30121A10023&contractType=AWARD","DELOITTE CONSULTING LLP","FINANCIAL SUPPORT SERVICES",1062465
"1009",2025-02-12,"75D30124C19974","Department of Health and Human Services",1316941,1063802.2,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C19974&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","Gintech LLC","OPPE Strategic Program Services and Support",1063802.2
"1010",2025-01-23,"75P00123C00042","Department of Health and Human Services",2031994.36,1168534.98,2025-02-13,"FUNDING ONLY ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00123C00042&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","Illumen Group LLC","Professional Services - Data Analytics Reporting Support",1168534.98
"1011",2025-02-13,"75D30123C16323","Department of Health and Human Services",3848892,1896418,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C16323&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD","BEVERA SOLUTIONS LLC","TECH AND ADMIN SUPPORT",1896418
"1012",2025-02-11,"75D30122C15676","Department of Health and Human Services",4185177.24,2066070.7,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C15676&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","WILLIAMS CONSULTING LLC","The purpose is to provide continuous support to CDC-funded recipients and stakeholders on the development, implementation, translation, and monitoring and evaluation of their HIV prevention programs through a centralized, coordinated NHM&E Service Center.",2066070.7
"1013",2025-02-12,"75D30124F19690","Department of Health and Human Services",2813064.38,2246961.46,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19690&modNumber=0&idvAgencyID=&idvPIID=GS00F067CA&contractType=AWARD","ADVANCED LABORATORIES INTERNATIONAL","Category: Service - Consultative/Professional Services. Description: Support for Worker Outreach program to worker and former-worker groups at the Department of Energy (DOE) and Atomic Worker Employer (AWE) sites that are covered by the Energy Employees Occupational Illness Act (EEOICPA).",2246961.46
"1014",2025-02-12,"75D30124F20149","Department of Health and Human Services",2778504.25,2248580.37,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20149&modNumber=P00001&idvAgencyID=&idvPIID=47QRAD20D8141&contractType=AWARD","Cherokee Nation Strategic Programs","Management Consultant Services ",2248580.37
"1015",2025-02-12,"75D30124F20134","Department of Health and Human Services",3999773,2969481,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20134&modNumber=0&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=AWARD","DELOITTE CONSULTING LLP","DITA SUPPORT SERVICES",2969481
